fid,mslink,miejscowosc,kod,poczta,przedr,przedrostek,ulica,ulica_pelna,nr_adr,nr_adr2,dzialka_id,budynek_id,kat,just,teryt_numer,field_2
57,48994,Słupsk,76-200,Słupsk,ul.,ulica,Kilińskiego,Jana Kilińskiego,16,,,,197,uc,08435--16,17
59,49190,Słupsk,76-200,Słupsk,ul.,ulica,Długosza,Jana Długosza,24,,,,16,uc,03851--24,1
60,49208,Słupsk,76-200,Słupsk,ul.,ulica,Podgórna,Podgórna,2B,,,,192,uc,16742--2B,23
62,49226,Słupsk,76-200,Słupsk,ul.,ulica,Podgórna,Podgórna,2A,,,,194,uc,16742--2A,15
63,49419,Słupsk,76-200,Słupsk,ul.,ulica,Tuwima,Juliana Tuwima,20A,,,,13,uc,23196--20A,52
65,49479,Słupsk,76-200,Słupsk,ul.,ulica,Armii Krajowej,Armii Krajowej,27,,,,18,uc,00432--27,5
66,49502,Słupsk,76-200,Słupsk,ul.,ulica,Krasińskiego,Zygmunta Krasińskiego,7,,,,357,uc,09848--7,8
67,49520,Słupsk,76-200,Słupsk,ul.,ulica,Wileńska,Wileńska,22,,,,86,uc,24289--22,16
68,49528,Słupsk,76-200,Słupsk,ul.,ulica,Armii Krajowej,Armii Krajowej,26,,,,17,uc,00432--26,1
70,50731,Słupsk,76-200,Słupsk,ul.,ulica,Słowiańska,Słowiańska,10,,,,109,uc,20294--10,4
71,50925,Słupsk,76-200,Słupsk,ul.,ulica,Krasińskiego,Zygmunta Krasińskiego,21,,,,214,uc,09848--21,37
73,51261,Słupsk,76-200,Słupsk,ul.,ulica,Krasińskiego,Zygmunta Krasińskiego,5,,,,43,uc,09848--5,2
76,51581,Słupsk,76-200,Słupsk,ul.,ulica,Kilińskiego,Jana Kilińskiego,26,,,,17,uc,08435--26,5
78,51796,Słupsk,76-200,Słupsk,ul.,ulica,Armii Krajowej,Armii Krajowej,30,,,,15,uc,00432--30,15
79,51965,Słupsk,76-200,Słupsk,ul.,ulica,Armii Krajowej,Armii Krajowej,38,,,,15,uc,00432--38,7
94,56019,Słupsk,76-200,Słupsk,ul.,ulica,Towarowa,Towarowa,9,,,,354,uc,22907--9,12
146,60429,Słupsk,76-200,Słupsk,ul.,ulica,Gdańska,Gdańska,6,,,,191,uc,05431--6,8
147,60465,Słupsk,76-200,Słupsk,ul.,ulica,Długa,Długa,10,,,,103,uc,03839--10,6
149,60573,Słupsk,76-200,Słupsk,ul.,ulica,Szymanowskiego,Karola Szymanowskiego,4,,,,314,uc,22238--4,1
150,60698,Słupsk,76-200,Słupsk,ul.,ulica,Długa,Długa,42,,,,286,uc,03839--42,30
151,60804,Słupsk,76-200,Słupsk,ul.,ulica,Pobożnego,Henryka Pobożnego,22,,,,285,uc,06602--22,11
152,61048,Słupsk,76-200,Słupsk,ul.,ulica,Armii Krajowej,Armii Krajowej,10,,,,195,uc,00432--10,15
153,61355,Słupsk,76-200,Słupsk,ul.,ulica,Armii Krajowej,Armii Krajowej,17,,,,217,uc,00432--17,10
154,61365,Słupsk,76-200,Słupsk,ul.,ulica,Mieszka I,Mieszka I,1,,,,58,uc,12832--1,15
155,61366,Słupsk,76-200,Słupsk,ul.,ulica,Mieszka I,Mieszka I,6,,,,58,uc,12832--6,13
156,61367,Słupsk,76-200,Słupsk,ul.,ulica,Mieszka I,Mieszka I,5,,,,58,uc,12832--5,9
157,61386,Słupsk,76-200,Słupsk,ul.,ulica,Słowackiego,Juliusza Słowackiego,45,,,,101,uc,20291--45,12
158,61432,Słupsk,76-200,Słupsk,ul.,ulica,Armii Krajowej,Armii Krajowej,11,,,,196,uc,00432--11,7
159,61473,Słupsk,76-200,Słupsk,ul.,ulica,Długa,Długa,37,,,,278,uc,03839--37,28
160,61488,Słupsk,76-200,Słupsk,ul.,ulica,Jaracza,Stefana Jaracza,27,,,,274,uc,07240--27,20
162,61543,Słupsk,76-200,Słupsk,ul.,ulica,Chopina,Fryderyka Chopina,14,,,,314,uc,02849--14,3
163,61550,Słupsk,76-200,Słupsk,ul.,ulica,Armii Krajowej,Armii Krajowej,9,,,,195,uc,00432--9,18
166,61763,Słupsk,76-200,Słupsk,ul.,ulica,Mikołajska,Mikołajska,3,,,,151,uc,12896--3,37
168,61895,Słupsk,76-200,Słupsk,ul.,ulica,Dąbrówki,Dąbrówki,1,,,,176,uc,03701--1,18
170,62002,Słupsk,76-200,Słupsk,ul.,ulica,Polna,Polna,3,,,,188,uc,17011--3,6
171,62013,Słupsk,76-200,Słupsk,ul.,ulica,Słowackiego,Juliusza Słowackiego,1,,,,191,uc,20291--1,7
172,62046,Słupsk,76-200,Słupsk,ul.,ulica,Chopina,Fryderyka Chopina,3,,,,316,uc,02849--3,1
174,62177,Słupsk,76-200,Słupsk,ul.,ulica,Garncarska,Garncarska,22,,,,357,uc,05345--22,2
175,62192,Słupsk,76-200,Słupsk,ul.,ulica,Garncarska,Garncarska,23,,,,357,uc,05345--23,1
185,62321,Słupsk,76-200,Słupsk,ul.,ulica,Piastów,Piastów,2,,,,99,uc,16057--2,1
186,62323,Słupsk,76-200,Słupsk,ul.,ulica,Piastów,Piastów,4,,,,104,uc,16057--4,5
187,62325,Słupsk,76-200,Słupsk,ul.,ulica,Raszyńska,Raszyńska,1,,,,9,uc,18467--1,5
188,62326,Słupsk,76-200,Słupsk,ul.,ulica,Lelewela,Joachima Lelewela,10,,,,190,uc,10793--10,4
189,62332,Słupsk,76-200,Słupsk,ul.,ulica,Lelewela,Joachima Lelewela,24,,,,184,uc,10793--24,79
190,62342,Słupsk,76-200,Słupsk,ul.,ulica,Piastów,Piastów,5,,,,107,uc,16057--5,12
191,62343,Słupsk,76-200,Słupsk,ul.,ulica,Piastów,Piastów,6,,,,279,uc,16057--6,18
203,62370,Słupsk,76-200,Słupsk,ul.,ulica,Piastów,Piastów,1,,,,100,uc,16057--1,4
204,62374,Słupsk,76-200,Słupsk,ul.,ulica,Lelewela,Joachima Lelewela,32,,,,9,uc,10793--32,11
205,62378,Słupsk,76-200,Słupsk,ul.,ulica,Lelewela,Joachima Lelewela,15,,,,189,uc,10793--15,7
206,62382,Słupsk,76-200,Słupsk,ul.,ulica,Lelewela,Joachima Lelewela,17,,,,189,uc,10793--17,5
207,62385,Słupsk,76-200,Słupsk,ul.,ulica,Lelewela,Joachima Lelewela,16,,,,189,uc,10793--16,2
208,62390,Słupsk,76-200,Słupsk,ul.,ulica,Lelewela,Joachima Lelewela,14,,,,189,uc,10793--14,3
209,62392,Słupsk,76-200,Słupsk,ul.,ulica,Lelewela,Joachima Lelewela,18,,,,189,uc,10793--18,4
210,62393,Słupsk,76-200,Słupsk,ul.,ulica,Piastów,Piastów,14,,,,278,uc,16057--14,5
211,62394,Słupsk,76-200,Słupsk,ul.,ulica,Piastów,Piastów,15,,,,267,uc,16057--15,2
212,62395,Słupsk,76-200,Słupsk,ul.,ulica,Wysoka,Wysoka,4,,,,98,uc,25067--4,4
213,62396,Słupsk,76-200,Słupsk,ul.,ulica,Wysoka,Wysoka,2,,,,98,uc,25067--2,2
214,62398,Słupsk,76-200,Słupsk,ul.,ulica,Lelewela,Joachima Lelewela,12,,,,189,uc,10793--12,5
215,62400,Słupsk,76-200,Słupsk,ul.,ulica,Lelewela,Joachima Lelewela,20,,,,189,uc,10793--20,2
216,62402,Słupsk,76-200,Słupsk,ul.,ulica,Lelewela,Joachima Lelewela,21,,,,189,uc,10793--21,1
217,62404,Słupsk,76-200,Słupsk,ul.,ulica,Lelewela,Joachima Lelewela,19,,,,187,uc,10793--19,1
218,62406,Słupsk,76-200,Słupsk,ul.,ulica,Wysoka,Wysoka,1,,,,280,uc,25067--1,1
219,62407,Słupsk,76-200,Słupsk,ul.,ulica,Raszyńska,Raszyńska,2,,,,19,uc,18467--2,5
275,62520,Słupsk,76-200,Słupsk,ul.,ulica,Lelewela,Joachima Lelewela,3,,,,189,uc,10793--3,9
284,62594,Słupsk,76-200,Słupsk,ul.,ulica,Wysoka,Wysoka,6,,,,98,uc,25067--6,2
289,62644,Słupsk,76-200,Słupsk,ul.,ulica,Lelewela,Joachima Lelewela,45,,,,9,uc,10793--45,6
290,62645,Słupsk,76-200,Słupsk,ul.,ulica,Lelewela,Joachima Lelewela,43,,,,9,uc,10793--43,9
291,62646,Słupsk,76-200,Słupsk,ul.,ulica,Lelewela,Joachima Lelewela,42,,,,9,uc,10793--42,4
292,62647,Słupsk,76-200,Słupsk,ul.,ulica,Lelewela,Joachima Lelewela,35,,,,9,uc,10793--35,7
293,62648,Słupsk,76-200,Słupsk,ul.,ulica,Lelewela,Joachima Lelewela,34,,,,9,uc,10793--34,4
294,62650,Słupsk,76-200,Słupsk,ul.,ulica,Lelewela,Joachima Lelewela,33,,,,9,uc,10793--33,5
295,62652,Słupsk,76-200,Słupsk,ul.,ulica,Lelewela,Joachima Lelewela,31,,,,9,uc,10793--31,6
296,62655,Słupsk,76-200,Słupsk,ul.,ulica,Lelewela,Joachima Lelewela,30,,,,9,uc,10793--30,13
313,62740,Słupsk,76-200,Słupsk,ul.,ulica,Lelewela,Joachima Lelewela,44,,,,9,uc,10793--44,9
319,62765,Słupsk,76-200,Słupsk,ul.,ulica,Lelewela,Joachima Lelewela,11,,,,189,uc,10793--11,3
325,62787,Słupsk,76-200,Słupsk,ul.,ulica,Lelewela,Joachima Lelewela,2,,,,188,uc,10793--2,6
327,62794,Słupsk,76-200,Słupsk,ul.,ulica,Lelewela,Joachima Lelewela,9,,,,189,uc,10793--9,2
869,70055,Słupsk,76-200,Słupsk,ul.,ulica,Ogrodowa,Ogrodowa,12,,,,288,uc,14834--12,5
871,76095,Słupsk,76-200,Słupsk,ul.,ulica,Mickiewicza,Adama Mickiewicza,10A,,,,266,uc,12740--10A,6
963,90164,Słupsk,76-200,Słupsk,ul.,ulica,Lutosławskiego,Witolda Lutosławskiego,16,,,,46,uc,26969--16,6
972,93039,Słupsk,76-200,Słupsk,ul.,ulica,Solskiego,Ludwika Solskiego,12A,,,,87,uc,20551--12A,5
973,93244,Słupsk,76-200,Słupsk,ul.,ulica,Tuwima,Juliana Tuwima,3,,,,16,uc,23196--3,15
974,94089,Słupsk,76-200,Słupsk,ul.,ulica,Wileńska,Wileńska,12A,,,,268,uc,24289--12A,45
975,94194,Słupsk,76-200,Słupsk,ul.,ulica,Kilińskiego,Jana Kilińskiego,19,,,,193,uc,08435--19,6
976,94240,Słupsk,76-200,Słupsk,ul.,ulica,Długosza,Jana Długosza,5,,,,196,uc,03851--5,10
977,94242,Słupsk,76-200,Słupsk,ul.,ulica,Długosza,Jana Długosza,6,,,,196,uc,03851--6,16
978,94244,Słupsk,76-200,Słupsk,ul.,ulica,Długosza,Jana Długosza,25,,,,15,uc,03851--25,8
979,94306,Słupsk,76-200,Słupsk,ul.,ulica,Mickiewicza,Adama Mickiewicza,45,,,,87,uc,12740--45,14
1005,99168,Słupsk,76-200,Słupsk,ul.,ulica,Lelewela,Joachima Lelewela,27,,,,181,uc,10793--27,4
1014,100353,Słupsk,76-200,Słupsk,ul.,ulica,Piastów,Piastów,3,,,,105,uc,16057--3,18
1037,102681,Słupsk,76-200,Słupsk,ul.,ulica,Wileńska,Wileńska,29A,,,,84,uc,24289--29A,10
1038,102701,Słupsk,76-200,Słupsk,ul.,ulica,Mickiewicza,Adama Mickiewicza,54-55,,,,86,uc,12740--54-55,10
1040,106941,Słupsk,76-200,Słupsk,ul.,ulica,Lelewela,Joachima Lelewela,28,,,,9,uc,10793--28,6
1043,107567,Słupsk,76-200,Słupsk,ul.,ulica,Garncarska,Garncarska,1,,,,176,uc,05345--1,51
1044,107909,Słupsk,76-200,Słupsk,ul.,ulica,Ogrodowa,Ogrodowa,3,,,,133,uc,14834--3,6
1242,108730,Słupsk,76-200,Słupsk,ul.,ulica,Małachowskiego,Stanisława Małachowskiego,4,,,,254,uc,12130--4,15
1243,109238,Słupsk,76-200,Słupsk,ul.,ulica,Niemcewicza,Juliana Niemcewicza,20,,,,74,uc,27319--20,16
1244,109297,Słupsk,76-200,Słupsk,ul.,ulica,Grodzka,Grodzka,1A,,,,291,uc,06163--1A,113
1247,110408,Słupsk,76-200,Słupsk,ul.,ulica,Pobożnego,Henryka Pobożnego,18A,,,,294,uc,06602--18A,2
1248,114367,Słupsk,76-200,Słupsk,ul.,ulica,Przemysłowa,Przemysłowa,2,,,,78,uc,17742--2,24
1249,114666,Słupsk,76-200,Słupsk,ul.,ulica,Lelewela,Joachima Lelewela,29,,,,9,uc,10793--29,4
1896,116884,Słupsk,76-200,Słupsk,ul.,ulica,Sobieskiego,Jana Sobieskiego,17,,,,290,uc,20427--17,60
1898,116886,Słupsk,76-200,Słupsk,ul.,ulica,Sobieskiego,Jana Sobieskiego,18,,,,262,uc,20427--18,28
1899,116891,Słupsk,76-200,Słupsk,ul.,ulica,Sobieskiego,Jana Sobieskiego,16,,,,289,uc,20427--16,28
1900,116892,Słupsk,76-200,Słupsk,ul.,ulica,Sobieskiego,Jana Sobieskiego,15,,,,289,uc,20427--15,16
1902,116898,Słupsk,76-200,Słupsk,ul.,ulica,Skargi,Piotra Skargi,17,,,,81,uc,20012--17,20
1903,116899,Słupsk,76-200,Słupsk,ul.,ulica,Skargi,Piotra Skargi,18,,,,108,uc,20012--18,10
1904,116900,Słupsk,76-200,Słupsk,ul.,ulica,Skargi,Piotra Skargi,16,,,,81,uc,20012--16,23
1905,116901,Słupsk,76-200,Słupsk,ul.,ulica,Skargi,Piotra Skargi,15,,,,0,uc,20012--15,21
1906,116902,Słupsk,76-200,Słupsk,ul.,ulica,Skargi,Piotra Skargi,19,,,,108,uc,20012--19,21
1907,116903,Słupsk,76-200,Słupsk,ul.,ulica,Skargi,Piotra Skargi,20,,,,108,uc,20012--20,35
1908,116904,Słupsk,76-200,Słupsk,ul.,ulica,Szczecińska,Szczecińska,7,,,,17,uc,21805--7,54
1909,116905,Słupsk,76-200,Słupsk,ul.,ulica,Skargi,Piotra Skargi,21,,,,108,uc,20012--21,24
1910,116906,Słupsk,76-200,Słupsk,ul.,ulica,Skargi,Piotra Skargi,22,,,,108,uc,20012--22,21
1911,116907,Słupsk,76-200,Słupsk,ul.,ulica,Skargi,Piotra Skargi,23,,,,108,uc,20012--23,25
1912,116908,Słupsk,76-200,Słupsk,ul.,ulica,Skargi,Piotra Skargi,24,,,,108,uc,20012--24,29
1913,116909,Słupsk,76-200,Słupsk,ul.,ulica,Skargi,Piotra Skargi,7,,,,289,uc,20012--7,13
1914,116910,Słupsk,76-200,Słupsk,ul.,ulica,Szczecińska,Szczecińska,6,,,,18,uc,21805--6,32
1915,116911,Słupsk,76-200,Słupsk,ul.,ulica,Skargi,Piotra Skargi,6,,,,289,uc,20012--6,8
1916,116912,Słupsk,76-200,Słupsk,ul.,ulica,Skargi,Piotra Skargi,5,,,,288,uc,20012--5,12
1917,116913,Słupsk,76-200,Słupsk,ul.,ulica,Skargi,Piotra Skargi,4,,,,288,uc,20012--4,6
1918,116914,Słupsk,76-200,Słupsk,ul.,ulica,Skargi,Piotra Skargi,3,,,,290,uc,20012--3,25
1919,116915,Słupsk,76-200,Słupsk,ul.,ulica,Skargi,Piotra Skargi,2,,,,290,uc,20012--2,23
1920,116916,Słupsk,76-200,Słupsk,ul.,ulica,Szczecińska,Szczecińska,3-5,,,,18,uc,21805--3-5,42
2019,117096,Słupsk,76-200,Słupsk,ul.,ulica,Tuwima,Juliana Tuwima,21,,,,195,uc,23196--21,53
2022,117104,Słupsk,76-200,Słupsk,ul.,ulica,Stwosza,Wita Stwosza,9,,,,255,uc,21435--9,29
2025,117107,Słupsk,76-200,Słupsk,ul.,ulica,Stwosza,Wita Stwosza,8,,,,256,uc,21435--8,24
2026,117108,Słupsk,76-200,Słupsk,ul.,ulica,Stwosza,Wita Stwosza,7,,,,255,uc,21435--7,34
2027,117110,Słupsk,76-200,Słupsk,ul.,ulica,Kasprowicza,Jana Kasprowicza,6,,,,170,uc,08153--6,44
2030,117117,Słupsk,76-200,Słupsk,ul.,ulica,Kasprowicza,Jana Kasprowicza,5,,,,168,uc,08153--5,20
2032,117119,Słupsk,76-200,Słupsk,ul.,ulica,Przemysłowa,Przemysłowa,117,,,,238,uc,17742--117,27
2034,117121,Słupsk,76-200,Słupsk,ul.,ulica,Kasprowicza,Jana Kasprowicza,4,,,,168,uc,08153--4,18
2035,117122,Słupsk,76-200,Słupsk,ul.,ulica,Przemysłowa,Przemysłowa,118,,,,236,uc,17742--118,35
2036,117125,Słupsk,76-200,Słupsk,ul.,ulica,Kasprowicza,Jana Kasprowicza,3,,,,168,uc,08153--3,16
2037,117127,Słupsk,76-200,Słupsk,ul.,ulica,Przemysłowa,Przemysłowa,8,,,,57,uc,17742--8,25
2038,117128,Słupsk,76-200,Słupsk,ul.,ulica,Przemysłowa,Przemysłowa,119,,,,237,uc,17742--119,21
2039,117130,Słupsk,76-200,Słupsk,ul.,ulica,Kasprowicza,Jana Kasprowicza,2,,,,168,uc,08153--2,15
2041,117132,Słupsk,76-200,Słupsk,ul.,ulica,Przemysłowa,Przemysłowa,7,,,,57,uc,17742--7,27
2043,117134,Słupsk,76-200,Słupsk,ul.,ulica,Przemysłowa,Przemysłowa,120,,,,237,uc,17742--120,22
2044,117135,Słupsk,76-200,Słupsk,ul.,ulica,Przemysłowa,Przemysłowa,115,,,,227,uc,17742--115,2
2047,117138,Słupsk,76-200,Słupsk,ul.,ulica,Przemysłowa,Przemysłowa,6,,,,57,uc,17742--6,23
2048,117139,Słupsk,76-200,Słupsk,ul.,ulica,Przemysłowa,Przemysłowa,121,,,,237,uc,17742--121,20
2049,117140,Słupsk,76-200,Słupsk,ul.,ulica,Kasprowicza,Jana Kasprowicza,1,,,,155,uc,08153--1,17
2052,117145,Słupsk,76-200,Słupsk,ul.,ulica,Przemysłowa,Przemysłowa,116,,,,226,uc,17742--116,2
2053,117146,Słupsk,76-200,Słupsk,ul.,ulica,Przemysłowa,Przemysłowa,5,,,,57,uc,17742--5,25
2072,117174,Słupsk,76-200,Słupsk,ul.,ulica,Paderewskiego,Ignacego Jana Paderewskiego,3,,,,137,uc,15532--3,20
2074,117177,Słupsk,76-200,Słupsk,ul.,ulica,Paderewskiego,Ignacego Jana Paderewskiego,4,,,,137,uc,15532--4,25
2077,117184,Słupsk,76-200,Słupsk,ul.,ulica,Paderewskiego,Ignacego Jana Paderewskiego,6,,,,138,uc,15532--6,22
2079,117186,Słupsk,76-200,Słupsk,ul.,ulica,Paderewskiego,Ignacego Jana Paderewskiego,7,,,,138,uc,15532--7,17
2080,117187,Słupsk,76-200,Słupsk,ul.,ulica,Paderewskiego,Ignacego Jana Paderewskiego,8,,,,138,uc,15532--8,20
2083,117191,Słupsk,76-200,Słupsk,ul.,ulica,Paderewskiego,Ignacego Jana Paderewskiego,10,,,,138,uc,15532--10,15
2084,117193,Słupsk,76-200,Słupsk,ul.,ulica,Wrocławska,Wrocławska,1,,,,47,uc,24806--1,15
2086,117195,Słupsk,76-200,Słupsk,ul.,ulica,Paderewskiego,Ignacego Jana Paderewskiego,11,,,,138,uc,15532--11,25
2088,117198,Słupsk,76-200,Słupsk,ul.,ulica,Paderewskiego,Ignacego Jana Paderewskiego,12,,,,139,uc,15532--12,28
2090,117201,Słupsk,76-200,Słupsk,ul.,ulica,Paderewskiego,Ignacego Jana Paderewskiego,13,,,,139,uc,15532--13,15
2093,117205,Słupsk,76-200,Słupsk,ul.,ulica,Paderewskiego,Ignacego Jana Paderewskiego,14,,,,141,uc,15532--14,19
2095,117208,Słupsk,76-200,Słupsk,ul.,ulica,Paderewskiego,Ignacego Jana Paderewskiego,15,,,,141,uc,15532--15,22
2097,117214,Słupsk,76-200,Słupsk,ul.,ulica,Paderewskiego,Ignacego Jana Paderewskiego,18,,,,141,uc,15532--18,21
2098,117215,Słupsk,76-200,Słupsk,ul.,ulica,Paderewskiego,Ignacego Jana Paderewskiego,19,,,,141,uc,15532--19,14
2099,117217,Słupsk,76-200,Słupsk,ul.,ulica,Paderewskiego,Ignacego Jana Paderewskiego,20,,,,141,uc,15532--20,21
2100,117218,Słupsk,76-200,Słupsk,ul.,ulica,Lutosławskiego,Witolda Lutosławskiego,14,,,,47,uc,26969--14,14
2101,117219,Słupsk,76-200,Słupsk,ul.,ulica,Paderewskiego,Ignacego Jana Paderewskiego,21,,,,140,uc,15532--21,15
2102,117220,Słupsk,76-200,Słupsk,ul.,ulica,Lutosławskiego,Witolda Lutosławskiego,13,,,,47,uc,26969--13,25
2103,117222,Słupsk,76-200,Słupsk,ul.,ulica,Lutosławskiego,Witolda Lutosławskiego,12,,,,47,uc,26969--12,24
2104,117223,Słupsk,76-200,Słupsk,ul.,ulica,Paderewskiego,Ignacego Jana Paderewskiego,22,,,,141,uc,15532--22,26
2105,117224,Słupsk,76-200,Słupsk,ul.,ulica,Lutosławskiego,Witolda Lutosławskiego,11,,,,47,uc,26969--11,30
2106,117226,Słupsk,76-200,Słupsk,ul.,ulica,Paderewskiego,Ignacego Jana Paderewskiego,23,,,,141,uc,15532--23,18
2107,117227,Słupsk,76-200,Słupsk,ul.,ulica,Lutosławskiego,Witolda Lutosławskiego,10,,,,47,uc,26969--10,20
2108,117230,Słupsk,76-200,Słupsk,ul.,ulica,Lutosławskiego,Witolda Lutosławskiego,19,,,,226,uc,26969--19,3
2109,117232,Słupsk,76-200,Słupsk,ul.,ulica,Szymanowskiego,Karola Szymanowskiego,22,,,,135,uc,22238--22,3
2110,117258,Słupsk,76-200,Słupsk,ul.,ulica,Lotha,Prof. Lotha,18,,,,282,uc,11265--18,7
2111,117260,Słupsk,76-200,Słupsk,ul.,ulica,Lotha,Prof. Lotha,17,,,,282,uc,11265--17,7
2112,117265,Słupsk,76-200,Słupsk,ul.,ulica,Lelewela,Joachima Lelewela,55,,,,9,uc,10793--55,9
2113,117266,Słupsk,76-200,Słupsk,ul.,ulica,Lelewela,Joachima Lelewela,54,,,,10,uc,10793--54,20
2114,117271,Słupsk,76-200,Słupsk,ul.,ulica,Lelewela,Joachima Lelewela,52,,,,9,uc,10793--52,8
2115,117272,Słupsk,76-200,Słupsk,ul.,ulica,Lelewela,Joachima Lelewela,51,,,,5,uc,10793--51,6
2117,117275,Słupsk,76-200,Słupsk,ul.,ulica,Lelewela,Joachima Lelewela,50,,,,4,uc,10793--50,7
2118,117276,Słupsk,76-200,Słupsk,ul.,ulica,Lelewela,Joachima Lelewela,49,,,,10,uc,10793--49,4
2120,117278,Słupsk,76-200,Słupsk,ul.,ulica,Lelewela,Joachima Lelewela,48,,,,10,uc,10793--48,5
2121,117279,Słupsk,76-200,Słupsk,ul.,ulica,Lelewela,Joachima Lelewela,47,,,,10,uc,10793--47,9
2122,117282,Słupsk,76-200,Słupsk,ul.,ulica,Lelewela,Joachima Lelewela,46,,,,4,uc,10793--46,9
2123,117283,Słupsk,76-200,Słupsk,ul.,ulica,Raszyńska,Raszyńska,3,,,,0,uc,18467--3,45
2124,117284,Słupsk,76-200,Słupsk,ul.,ulica,Raszyńska,Raszyńska,4,,,,357,uc,18467--4,57
2125,117285,Słupsk,76-200,Słupsk,ul.,ulica,Lelewela,Joachima Lelewela,41,,,,5,uc,10793--41,3
2126,117286,Słupsk,76-200,Słupsk,ul.,ulica,Lelewela,Joachima Lelewela,39,,,,5,uc,10793--39,10
2127,117287,Słupsk,76-200,Słupsk,ul.,ulica,Lelewela,Joachima Lelewela,40,,,,9,uc,10793--40,12
2128,117289,Słupsk,76-200,Słupsk,ul.,ulica,Lelewela,Joachima Lelewela,38,,,,7,uc,10793--38,16
2130,117292,Słupsk,76-200,Słupsk,ul.,ulica,Lelewela,Joachima Lelewela,37,,,,10,uc,10793--37,12
2131,117293,Słupsk,76-200,Słupsk,ul.,ulica,Lelewela,Joachima Lelewela,36,,,,3,uc,10793--36,3
2132,117294,Słupsk,76-200,Słupsk,ul.,ulica,Lelewela,Joachima Lelewela,25,,,,180,uc,10793--25,24
2134,117296,Słupsk,76-200,Słupsk,ul.,ulica,Lelewela,Joachima Lelewela,26,,,,180,uc,10793--26,35
2142,117406,Słupsk,76-200,Słupsk,ul.,ulica,Konopnickiej,Marii Konopnickiej,18,,,,178,uc,09186--18,38
2143,117409,Słupsk,76-200,Słupsk,ul.,ulica,Konopnickiej,Marii Konopnickiej,17,,,,356,uc,09186--17,11
2144,117419,Słupsk,76-200,Słupsk,ul.,ulica,Konopnickiej,Marii Konopnickiej,19,,,,177,uc,09186--19,28
2145,117423,Słupsk,76-200,Słupsk,ul.,ulica,Konopnickiej,Marii Konopnickiej,16,,,,357,uc,09186--16,37
2146,117424,Słupsk,76-200,Słupsk,ul.,ulica,Konopnickiej,Marii Konopnickiej,20,,,,177,uc,09186--20,20
2147,117425,Słupsk,76-200,Słupsk,ul.,ulica,Konopnickiej,Marii Konopnickiej,20A,,,,178,uc,09186--20A,5
2148,117426,Słupsk,76-200,Słupsk,ul.,ulica,Wojska Polskiego,Wojska Polskiego,26,,,,356,uc,24628--26,10
2149,117429,Słupsk,76-200,Słupsk,ul.,ulica,Konopnickiej,Marii Konopnickiej,15,,,,357,uc,09186--15,35
2150,117434,Słupsk,76-200,Słupsk,ul.,ulica,Żeromskiego,Stefana Żeromskiego,10,,,,356,uc,26469--10,3
2151,117435,Słupsk,76-200,Słupsk,ul.,ulica,Żeromskiego,Stefana Żeromskiego,11,,,,176,uc,26469--11,30
2152,117438,Słupsk,76-200,Słupsk,ul.,ulica,Konopnickiej,Marii Konopnickiej,14,,,,357,uc,09186--14,64
2153,117439,Słupsk,76-200,Słupsk,ul.,ulica,Prusa,Bolesława Prusa,7,,,,176,uc,17577--7,33
2154,117444,Słupsk,76-200,Słupsk,ul.,ulica,Żeromskiego,Stefana Żeromskiego,9,,,,358,uc,26469--9,11
2155,117447,Słupsk,76-200,Słupsk,ul.,ulica,Wojska Polskiego,Wojska Polskiego,24,,,,358,uc,24628--24,16
2156,117451,Słupsk,76-200,Słupsk,pl.,plac,Broniewskiego,Władysława Broniewskiego,4,,,,40,uc,02123--4,53
2157,117452,Słupsk,76-200,Słupsk,ul.,ulica,Prusa,Bolesława Prusa,8,,,,176,uc,17577--8,35
2158,117459,Słupsk,76-200,Słupsk,ul.,ulica,Prusa,Bolesława Prusa,5,,,,356,uc,17577--5,27
2159,117462,Słupsk,76-200,Słupsk,pl.,plac,Broniewskiego,Władysława Broniewskiego,2,,,,41,uc,02123--2,43
2160,117463,Słupsk,76-200,Słupsk,ul.,ulica,Prusa,Bolesława Prusa,9,,,,175,uc,17577--9,36
2161,117465,Słupsk,76-200,Słupsk,ul.,ulica,Wojska Polskiego,Wojska Polskiego,32,,,,178,uc,24628--32,29
2162,117467,Słupsk,76-200,Słupsk,ul.,ulica,Wileńska,Wileńska,36,,,,86,uc,24289--36,18
2163,117468,Słupsk,76-200,Słupsk,ul.,ulica,Wileńska,Wileńska,35,,,,87,uc,24289--35,4
2164,117469,Słupsk,76-200,Słupsk,ul.,ulica,Wileńska,Wileńska,37,,,,86,uc,24289--37,24
2165,117475,Słupsk,76-200,Słupsk,pl.,plac,Broniewskiego,Władysława Broniewskiego,1,,,,41,uc,02123--1,17
2166,117476,Słupsk,76-200,Słupsk,ul.,ulica,Prusa,Bolesława Prusa,4,,,,356,uc,17577--4,19
2167,117479,Słupsk,76-200,Słupsk,ul.,ulica,Prusa,Bolesława Prusa,10,,,,176,uc,17577--10,27
2168,117480,Słupsk,76-200,Słupsk,ul.,ulica,Wolności,Wolności,19,,,,343,uc,24687--19,25
2169,117484,Słupsk,76-200,Słupsk,ul.,ulica,Wileńska,Wileńska,29,,,,87,uc,24289--29,16
2170,117485,Słupsk,76-200,Słupsk,ul.,ulica,Wileńska,Wileńska,28,,,,87,uc,24289--28,17
